Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
90627	STARD13	1.41e-13	5.53e-06	positive	hsa-miR-125a-5p
31	ACACA	1.46e-13	1.46e-13	positive	hsa-miR-200c
6376	CX3CL1	1.79e-13	2.65e-14	negative	hsa-miR-183
9444	QKI	2.03e-13	2.25e-08	negative	hsa-miR-182
9444	QKI	2.03e-13	4.25e-08	negative	hsa-miR-93
9444	QKI	2.03e-13	5.98e-07	negative	hsa-miR-548c-3p
9444	QKI	2.03e-13	2.64e-06	negative	hsa-miR-200c
9444	QKI	2.03e-13	4.73e-05	negative	hsa-miR-183
9444	QKI	2.03e-13	0.000173	negative	hsa-miR-153
9444	QKI	2.03e-13	0.000355	negative	hsa-miR-148b
9444	QKI	2.03e-13	0.00343	negative	hsa-miR-19b
9444	QKI	2.03e-13	2.11e-11	positive	hsa-miR-152
9444	QKI	2.03e-13	2.86e-10	positive	hsa-miR-221
9444	QKI	2.03e-13	3.25e-10	positive	hsa-miR-143
9444	QKI	2.03e-13	3.85e-10	positive	hsa-miR-145
9444	QKI	2.03e-13	4.32e-10	positive	hsa-miR-29a
9444	QKI	2.03e-13	1.05e-08	positive	hsa-miR-214
9444	QKI	2.03e-13	2.01e-08	positive	hsa-miR-23b
9444	QKI	2.03e-13	3.06e-08	positive	hsa-miR-27b
9444	QKI	2.03e-13	5.66e-08	positive	hsa-miR-224
9444	QKI	2.03e-13	1.77e-07	positive	hsa-miR-31
9444	QKI	2.03e-13	3.1e-07	positive	hsa-miR-142-5p
9444	QKI	2.03e-13	2.24e-05	positive	hsa-miR-29b
9444	QKI	2.03e-13	2.54e-05	positive	hsa-miR-101
9444	QKI	2.03e-13	3.62e-05	positive	hsa-miR-30c
9444	QKI	2.03e-13	4.06e-05	positive	hsa-miR-195
9444	QKI	2.03e-13	0.0027	positive	hsa-miR-181a
23111	SPG20	2.06e-13	2.06e-13	negative	hsa-miR-548c-3p
2697	GJA1	2.21e-13	1.12e-14	positive	hsa-miR-130a
801	CALM1	2.72e-13	1.88e-08	negative	hsa-miR-548c-3p
801	CALM1	2.72e-13	1.89e-07	negative	hsa-miR-648
801	CALM1	2.72e-13	0.000126	negative	hsa-miR-330-3p
801	CALM1	2.72e-13	2.08e-14	positive	hsa-miR-133a
801	CALM1	2.72e-13	2.31e-11	positive	hsa-miR-143
801	CALM1	2.72e-13	6.19e-11	positive	hsa-miR-133b
801	CALM1	2.72e-13	6.62e-10	positive	hsa-miR-205
1845	DUSP3	2.78e-13	2.78e-13	negative	hsa-miR-141
25960	GPR124	3e-13	4.5e-16	negative	hsa-miR-96
25960	GPR124	3e-13	5.74e-09	negative	hsa-miR-153
25960	GPR124	3e-13	0.00145	negative	hsa-miR-30d
23225	NUP210	3.03e-13	1.18e-12	negative	hsa-miR-27b
23225	NUP210	3.03e-13	6.07e-11	negative	hsa-miR-27a
23225	NUP210	3.03e-13	1.05e-09	negative	hsa-miR-125b
23225	NUP210	3.03e-13	4.39e-07	negative	hsa-miR-125a-5p
3815	KIT	3.2e-13	3.68e-11	negative	hsa-miR-130b
3815	KIT	3.2e-13	3.17e-07	negative	hsa-miR-18a
3815	KIT	3.2e-13	1.44e-05	negative	hsa-miR-19b
3815	KIT	3.2e-13	1.67e-05	negative	hsa-miR-19a
3815	KIT	3.2e-13	4.09e-05	negative	hsa-miR-18b
3815	KIT	3.2e-13	5.17e-05	negative	hsa-miR-148b
3815	KIT	3.2e-13	2.71e-11	positive	hsa-miR-222
3815	KIT	3.2e-13	0.00294	positive	hsa-miR-142-5p
149175	MANEAL	3.69e-13	3.3e-13	negative	hsa-miR-27b
149175	MANEAL	3.69e-13	3.19e-09	negative	hsa-miR-27a
5151	PDE8A	4.16e-13	7.21e-05	negative	hsa-miR-92a
5151	PDE8A	4.16e-13	0.00253	negative	hsa-miR-25
5151	PDE8A	4.16e-13	7.17e-15	positive	hsa-miR-224
4659	PPP1R12A	4.81e-13	5.81e-05	negative	hsa-miR-92a
4659	PPP1R12A	4.81e-13	0.000149	negative	hsa-miR-30d
4659	PPP1R12A	4.81e-13	0.00189	negative	hsa-miR-134
4659	PPP1R12A	4.81e-13	0.006	negative	hsa-miR-32
4659	PPP1R12A	4.81e-13	1.58e-14	positive	hsa-miR-23b
4659	PPP1R12A	4.81e-13	2.71e-12	positive	hsa-miR-30c
4659	PPP1R12A	4.81e-13	3.63e-11	positive	hsa-miR-152
4659	PPP1R12A	4.81e-13	7.33e-07	positive	hsa-miR-23a
4659	PPP1R12A	4.81e-13	0.000908	positive	hsa-miR-30e
1272	CNTN1	4.84e-13	6.86e-13	negative	hsa-miR-548c-3p
192669	EIF2C3	5.01e-13	3.36e-11	negative	hsa-miR-494
192669	EIF2C3	5.01e-13	1.48e-12	positive	hsa-miR-30c
192669	EIF2C3	5.01e-13	5.23e-05	positive	hsa-miR-30e
23530	NNT	5.26e-13	1.11e-06	negative	hsa-miR-494
23530	NNT	5.26e-13	3.55e-14	positive	hsa-miR-338-3p
10645	CAMKK2	6.7e-13	6.21e-13	positive	hsa-miR-153
8030	CCDC6	8.42e-13	5.97e-10	negative	hsa-miR-671-5p
8030	CCDC6	8.42e-13	0.00475	negative	hsa-miR-548c-3p
8030	CCDC6	8.42e-13	0.00643	negative	hsa-miR-181b
8030	CCDC6	8.42e-13	5.46e-13	positive	hsa-miR-195
8030	CCDC6	8.42e-13	4.39e-11	positive	hsa-miR-16
8030	CCDC6	8.42e-13	9.74e-11	positive	hsa-miR-15a
8030	CCDC6	8.42e-13	6.34e-10	positive	hsa-miR-107
8030	CCDC6	8.42e-13	9.22e-10	positive	hsa-miR-26b
8030	CCDC6	8.42e-13	2.22e-09	positive	hsa-miR-28-5p
8030	CCDC6	8.42e-13	3.08e-08	positive	hsa-miR-30c
8030	CCDC6	8.42e-13	7.1e-08	positive	hsa-miR-26a
8030	CCDC6	8.42e-13	1.79e-07	positive	hsa-miR-200a
8030	CCDC6	8.42e-13	2.33e-07	positive	hsa-miR-23a
8030	CCDC6	8.42e-13	1.87e-06	positive	hsa-miR-454
8030	CCDC6	8.42e-13	2.21e-06	positive	hsa-miR-497
8030	CCDC6	8.42e-13	2.51e-06	positive	hsa-miR-128
8030	CCDC6	8.42e-13	3.29e-06	positive	hsa-miR-130a
8030	CCDC6	8.42e-13	0.00014	positive	hsa-miR-32
8030	CCDC6	8.42e-13	0.00211	positive	hsa-miR-142-3p
8030	CCDC6	8.42e-13	0.00616	positive	hsa-miR-15b
5066	PAM	8.72e-13	2.19e-12	negative	hsa-miR-93
5066	PAM	8.72e-13	1.29e-08	negative	hsa-miR-106b
5066	PAM	8.72e-13	6.59e-06	negative	hsa-miR-183
5066	PAM	8.72e-13	2.4e-05	negative	hsa-miR-200c
5066	PAM	8.72e-13	5.22e-05	negative	hsa-miR-498
5066	PAM	8.72e-13	0.00432	negative	hsa-miR-106a
5066	PAM	8.72e-13	5.96e-12	positive	hsa-miR-205
5066	PAM	8.72e-13	9.15e-06	positive	hsa-miR-582-5p
23710	GABARAPL1	9.02e-13	7.01e-07	negative	hsa-miR-15b
23710	GABARAPL1	9.02e-13	3.4e-12	positive	hsa-miR-133b
23710	GABARAPL1	9.02e-13	1.08e-11	positive	hsa-miR-133a
23710	GABARAPL1	9.02e-13	1.4e-05	positive	hsa-miR-381
7046	TGFBR1	1.08e-12	1.1e-05	negative	hsa-miR-769-5p
7046	TGFBR1	1.08e-12	0.000165	negative	hsa-miR-513b
7046	TGFBR1	1.08e-12	0.00112	negative	hsa-miR-526b
7046	TGFBR1	1.08e-12	1.91e-13	positive	hsa-miR-204
7046	TGFBR1	1.08e-12	3.04e-13	positive	hsa-miR-27b
7046	TGFBR1	1.08e-12	4.55e-09	positive	hsa-miR-133a
7046	TGFBR1	1.08e-12	2.41e-08	positive	hsa-miR-133b
7046	TGFBR1	1.08e-12	1.73e-05	positive	hsa-miR-101
800	CALD1	1.13e-12	2.79e-15	negative	hsa-miR-629
800	CALD1	1.13e-12	3.66e-14	negative	hsa-miR-106b
800	CALD1	1.13e-12	4.88e-09	negative	hsa-miR-30d
800	CALD1	1.13e-12	6.06e-07	negative	hsa-miR-936
800	CALD1	1.13e-12	1.39e-09	positive	hsa-miR-374b
800	CALD1	1.13e-12	4.03e-07	positive	hsa-miR-374a
51454	GULP1	1.2e-12	3.53e-12	positive	hsa-miR-135a
51454	GULP1	1.2e-12	2.81e-06	positive	hsa-miR-340
57509	MTUS1	1.26e-12	9.01e-11	positive	hsa-miR-338-3p
57509	MTUS1	1.26e-12	1.05e-09	positive	hsa-miR-125a-5p
57509	MTUS1	1.26e-12	0.00714	positive	hsa-miR-154
4233	MET	1.39e-12	7.59e-14	negative	hsa-miR-182
4233	MET	1.39e-12	3.19e-06	negative	hsa-miR-148a
4233	MET	1.39e-12	5.33e-06	negative	hsa-miR-130b
4233	MET	1.39e-12	2.25e-15	positive	hsa-miR-31
4233	MET	1.39e-12	6.9e-10	positive	hsa-miR-23a
4233	MET	1.39e-12	1.57e-06	positive	hsa-miR-23b
4233	MET	1.39e-12	1.2e-05	positive	hsa-miR-130a
4286	MITF	1.4e-12	6.46e-19	negative	hsa-miR-182
4286	MITF	1.4e-12	6.62e-13	negative	hsa-miR-96
4286	MITF	1.4e-12	3.73e-07	negative	hsa-miR-148b
4286	MITF	1.4e-12	0.000706	negative	hsa-miR-148a
4286	MITF	1.4e-12	9.68e-17	positive	hsa-miR-152
4286	MITF	1.4e-12	2.47e-09	positive	hsa-miR-214
4286	MITF	1.4e-12	3.58e-05	positive	hsa-miR-26a
4286	MITF	1.4e-12	0.000349	positive	hsa-miR-101
4286	MITF	1.4e-12	0.00442	positive	hsa-miR-539
25800	SLC39A6	1.96e-12	0.000179	negative	hsa-miR-92b
25800	SLC39A6	1.96e-12	5.68e-13	positive	hsa-miR-363
25800	SLC39A6	1.96e-12	1.27e-08	positive	hsa-miR-32
25800	SLC39A6	1.96e-12	5.52e-06	positive	hsa-miR-25
4211	MEIS1	2.06e-12	5.45e-13	negative	hsa-miR-548c-3p
4211	MEIS1	2.06e-12	0.00211	negative	hsa-miR-648
4211	MEIS1	2.06e-12	1.11e-21	positive	hsa-miR-23b
4211	MEIS1	2.06e-12	4.81e-14	positive	hsa-miR-452
4211	MEIS1	2.06e-12	2.36e-06	positive	hsa-miR-365
4211	MEIS1	2.06e-12	1.05e-05	positive	hsa-miR-374b
4211	MEIS1	2.06e-12	0.000408	positive	hsa-miR-374a
91133	L3MBTL4	2.17e-12	2.17e-12	negative	hsa-miR-548c-3p
7468	WHSC1	2.29e-12	2.95e-19	negative	hsa-miR-143
7468	WHSC1	2.29e-12	1.37e-18	negative	hsa-miR-152
7468	WHSC1	2.29e-12	2.52e-12	negative	hsa-miR-23b
7468	WHSC1	2.29e-12	5.31e-11	negative	hsa-miR-377
7468	WHSC1	2.29e-12	1.49e-10	negative	hsa-miR-23a
7468	WHSC1	2.29e-12	7.15e-09	positive	hsa-miR-330-3p
7468	WHSC1	2.29e-12	0.000204	positive	hsa-miR-141
154796	AMOT	2.62e-12	8e-05	negative	hsa-miR-15b
154796	AMOT	2.62e-12	0.000157	negative	hsa-miR-665
154796	AMOT	2.62e-12	0.000478	negative	hsa-miR-330-3p
154796	AMOT	2.62e-12	5.13e-12	positive	hsa-miR-205
154796	AMOT	2.62e-12	3.36e-05	positive	hsa-miR-29a
154796	AMOT	2.62e-12	0.00242	positive	hsa-miR-22
154796	AMOT	2.62e-12	0.00303	positive	hsa-miR-26a
51809	GALNT7	2.86e-12	8.78e-08	negative	hsa-miR-92b
51809	GALNT7	2.86e-12	0.000148	negative	hsa-miR-539
51809	GALNT7	2.86e-12	0.000992	negative	hsa-miR-154
51809	GALNT7	2.86e-12	1.94e-13	positive	hsa-miR-25
51809	GALNT7	2.86e-12	3.69e-12	positive	hsa-miR-153
51809	GALNT7	2.86e-12	1.36e-05	positive	hsa-miR-107
51809	GALNT7	2.86e-12	0.000345	positive	hsa-miR-363
6867	TACC1	2.99e-12	4.51e-11	negative	hsa-miR-93
6867	TACC1	2.99e-12	2.13e-08	negative	hsa-miR-96
6867	TACC1	2.99e-12	1.39e-06	negative	hsa-miR-494
6867	TACC1	2.99e-12	0.00401	negative	hsa-miR-106a
6867	TACC1	2.99e-12	0.00452	negative	hsa-miR-17
6867	TACC1	2.99e-12	3.85e-11	positive	hsa-miR-31
6867	TACC1	2.99e-12	5.2e-05	positive	hsa-miR-374b
6867	TACC1	2.99e-12	0.00176	positive	hsa-miR-374a
23143	LRCH1	3.12e-12	2.23e-12	positive	hsa-miR-1
5139	PDE3A	3.35e-12	3.69e-12	positive	hsa-miR-139-5p
5139	PDE3A	3.35e-12	8.21e-09	positive	hsa-miR-27b
5139	PDE3A	3.35e-12	2.55e-08	positive	hsa-miR-27a
59339	PLEKHA2	3.42e-12	7.57e-12	positive	hsa-miR-222
59339	PLEKHA2	3.42e-12	1.23e-10	positive	hsa-miR-221
3306	HSPA2	3.43e-12	2.37e-10	negative	hsa-miR-19b
3306	HSPA2	3.43e-12	6.87e-09	negative	hsa-miR-96
3306	HSPA2	3.43e-12	7e-09	negative	hsa-miR-19a
3306	HSPA2	3.43e-12	0.000472	negative	hsa-miR-495
3306	HSPA2	3.43e-12	0.000303	positive	hsa-miR-371-5p
3306	HSPA2	3.43e-12	0.00101	positive	hsa-miR-382
1266	CNN3	3.61e-12	2.3e-06	negative	hsa-miR-494
1266	CNN3	3.61e-12	0.000116	negative	hsa-miR-200c
1266	CNN3	3.61e-12	0.0012	negative	hsa-miR-96
1266	CNN3	3.61e-12	4.32e-13	positive	hsa-miR-27b
1266	CNN3	3.61e-12	9.22e-11	positive	hsa-miR-1
1266	CNN3	3.61e-12	1.56e-05	positive	hsa-miR-27a
1266	CNN3	3.61e-12	0.00246	positive	hsa-miR-200b
4001	LMNB1	3.69e-12	3.69e-12	negative	hsa-miR-218
57493	HEG1	3.77e-12	5.61e-12	negative	hsa-miR-93
57493	HEG1	3.77e-12	4.31e-06	negative	hsa-miR-19a
57493	HEG1	3.77e-12	2.83e-10	positive	hsa-miR-139-5p
57493	HEG1	3.77e-12	5.46e-10	positive	hsa-miR-27a
57493	HEG1	3.77e-12	6.11e-09	positive	hsa-miR-27b
5500	PPP1CB	3.83e-12	3.47e-08	negative	hsa-miR-659
5500	PPP1CB	3.83e-12	4.3e-08	negative	hsa-miR-125a-3p
5500	PPP1CB	3.83e-12	0.00332	negative	hsa-miR-548c-3p
5500	PPP1CB	3.83e-12	3.14e-08	positive	hsa-miR-23b
5500	PPP1CB	3.83e-12	1.4e-07	positive	hsa-miR-218
5500	PPP1CB	3.83e-12	3.99e-07	positive	hsa-miR-200b
5500	PPP1CB	3.83e-12	8.24e-05	positive	hsa-miR-23a
5500	PPP1CB	3.83e-12	9.69e-05	positive	hsa-miR-148a
55970	GNG12	3.95e-12	1.36e-07	negative	hsa-miR-548c-3p
55970	GNG12	3.95e-12	1.84e-10	positive	hsa-miR-27a
55970	GNG12	3.95e-12	2.62e-09	positive	hsa-miR-28-5p
55970	GNG12	3.95e-12	0.000124	positive	hsa-miR-140-5p
134829	CLVS2	3.95e-12	2.42e-11	positive	hsa-miR-222
134829	CLVS2	3.95e-12	4.58e-11	positive	hsa-miR-221
1997	ELF1	4.02e-12	1.17e-10	negative	hsa-miR-494
1997	ELF1	4.02e-12	1.08e-06	negative	hsa-miR-877
11328	FKBP9	4.35e-12	5.1e-12	positive	hsa-miR-221
11328	FKBP9	4.35e-12	1.98e-10	positive	hsa-miR-222
64083	GOLPH3	4.54e-12	9.32e-12	positive	hsa-miR-153
5209	PFKFB3	4.65e-12	5.06e-06	negative	hsa-miR-19a
5209	PFKFB3	4.65e-12	5.69e-05	negative	hsa-miR-130b
5209	PFKFB3	4.65e-12	2.7e-13	positive	hsa-miR-224
5209	PFKFB3	4.65e-12	9.48e-07	positive	hsa-miR-130a
5209	PFKFB3	4.65e-12	0.000343	positive	hsa-miR-377
79834	PEAK1	4.95e-12	2.69e-22	negative	hsa-miR-141
79834	PEAK1	4.95e-12	7.65e-21	negative	hsa-miR-200c
79834	PEAK1	4.95e-12	6.96e-15	negative	hsa-miR-25
79834	PEAK1	4.95e-12	5.32e-14	negative	hsa-miR-106b
79834	PEAK1	4.95e-12	8.99e-12	negative	hsa-miR-32
79834	PEAK1	4.95e-12	9.55e-10	negative	hsa-miR-17
79834	PEAK1	4.95e-12	1.41e-09	negative	hsa-miR-106a
79834	PEAK1	4.95e-12	2.61e-09	negative	hsa-miR-92a
79834	PEAK1	4.95e-12	0.000257	positive	hsa-miR-30c
23001	WDFY3	5.19e-12	4.92e-06	negative	hsa-miR-92b
23001	WDFY3	5.19e-12	7.49e-06	negative	hsa-miR-188-5p
23001	WDFY3	5.19e-12	0.00133	negative	hsa-miR-548c-3p
23001	WDFY3	5.19e-12	1.33e-08	positive	hsa-miR-454
23001	WDFY3	5.19e-12	1.06e-06	positive	hsa-miR-20a
23001	WDFY3	5.19e-12	1.28e-06	positive	hsa-miR-200a
23001	WDFY3	5.19e-12	3.94e-05	positive	hsa-miR-204
23001	WDFY3	5.19e-12	4.06e-05	positive	hsa-miR-363
23001	WDFY3	5.19e-12	0.000153	positive	hsa-miR-301a
23001	WDFY3	5.19e-12	0.000322	positive	hsa-miR-203
23001	WDFY3	5.19e-12	0.000664	positive	hsa-miR-140-5p
55788	LMBRD1	5.34e-12	9.3e-06	negative	hsa-miR-877
55788	LMBRD1	5.34e-12	1.09e-12	positive	hsa-miR-374a
9595	CYTIP	5.48e-12	5.48e-12	positive	hsa-miR-223
7750	ZMYM2	5.75e-12	0.000274	negative	hsa-miR-936
7750	ZMYM2	5.75e-12	0.00111	negative	hsa-miR-1225-5p
7750	ZMYM2	5.75e-12	0.00129	negative	hsa-miR-548c-3p
7750	ZMYM2	5.75e-12	1.46e-12	positive	hsa-miR-16
7750	ZMYM2	5.75e-12	1.92e-09	positive	hsa-miR-582-5p
7750	ZMYM2	5.75e-12	1.65e-08	positive	hsa-miR-107
7750	ZMYM2	5.75e-12	1.1e-07	positive	hsa-miR-203
7750	ZMYM2	5.75e-12	4.38e-05	positive	hsa-miR-23b
7750	ZMYM2	5.75e-12	4.82e-05	positive	hsa-miR-15b
7750	ZMYM2	5.75e-12	0.000265	positive	hsa-miR-101
7750	ZMYM2	5.75e-12	0.000685	positive	hsa-miR-183
4744	NEFH	6.36e-12	0.00162	negative	hsa-miR-32
4744	NEFH	6.36e-12	9.29e-11	positive	hsa-miR-221
4744	NEFH	6.36e-12	1.64e-08	positive	hsa-miR-222
4744	NEFH	6.36e-12	1.51e-06	positive	hsa-miR-376c
4744	NEFH	6.36e-12	9.66e-06	positive	hsa-miR-363
257397	TAB3	6.52e-12	3e-04	negative	hsa-miR-181b
257397	TAB3	6.52e-12	0.000676	negative	hsa-miR-181a
257397	TAB3	6.52e-12	6.57e-14	positive	hsa-miR-30b
257397	TAB3	6.52e-12	4.04e-12	positive	hsa-miR-135a
257397	TAB3	6.52e-12	6.71e-11	positive	hsa-miR-26b
257397	TAB3	6.52e-12	8.26e-10	positive	hsa-miR-195
257397	TAB3	6.52e-12	4.18e-07	positive	hsa-miR-30e
257397	TAB3	6.52e-12	3.38e-05	positive	hsa-miR-424
257397	TAB3	6.52e-12	3.5e-05	positive	hsa-miR-340
257397	TAB3	6.52e-12	4.01e-05	positive	hsa-miR-23b
257397	TAB3	6.52e-12	0.000537	positive	hsa-miR-204
11215	AKAP11	6.99e-12	3.16e-10	negative	hsa-miR-548c-3p
11215	AKAP11	6.99e-12	0.00143	negative	hsa-miR-141
11215	AKAP11	6.99e-12	1.62e-06	positive	hsa-miR-200a
7048	TGFBR2	7.39e-12	9.45e-08	negative	hsa-miR-130b
7048	TGFBR2	7.39e-12	5.3e-05	negative	hsa-miR-20a
7048	TGFBR2	7.39e-12	7.88e-05	negative	hsa-miR-548c-3p
7048	TGFBR2	7.39e-12	0.000176	negative	hsa-miR-219-5p
7048	TGFBR2	7.39e-12	0.00178	negative	hsa-miR-20b
7048	TGFBR2	7.39e-12	1.47e-10	positive	hsa-miR-130a
7048	TGFBR2	7.39e-12	1.65e-08	positive	hsa-miR-204
7048	TGFBR2	7.39e-12	1.9e-08	positive	hsa-miR-23b
54910	SEMA4C	7.47e-12	7.29e-10	negative	hsa-miR-7
54910	SEMA4C	7.47e-12	6.06e-11	positive	hsa-miR-205
54910	SEMA4C	7.47e-12	9.93e-08	positive	hsa-miR-181c
54910	SEMA4C	7.47e-12	5.11e-06	positive	hsa-miR-136
55165	CEP55	7.56e-12	9.75e-13	negative	hsa-miR-130a
55165	CEP55	7.56e-12	5.58e-13	positive	hsa-miR-130b
8848	TSC22D1	7.98e-12	1.17e-12	positive	hsa-miR-130a
8848	TSC22D1	7.98e-12	0.00128	positive	hsa-miR-454
11247	NXPH4	8.73e-12	8.73e-12	negative	hsa-miR-204
5796	PTPRK	1.04e-11	1.61e-06	negative	hsa-miR-30d
5796	PTPRK	1.04e-11	4.57e-11	positive	hsa-miR-1
5796	PTPRK	1.04e-11	1.74e-10	positive	hsa-miR-218
5796	PTPRK	1.04e-11	2.72e-09	positive	hsa-miR-30c
5796	PTPRK	1.04e-11	0.00341	positive	hsa-miR-30e
84085	FBXO30	1.15e-11	2.5e-13	negative	hsa-miR-548c-3p
84085	FBXO30	1.15e-11	0.00048	negative	hsa-miR-636
84085	FBXO30	1.15e-11	0.000191	positive	hsa-miR-34a
84085	FBXO30	1.15e-11	0.000447	positive	hsa-miR-377
4780	NFE2L2	1.17e-11	1.03e-13	positive	hsa-miR-27b
4780	NFE2L2	1.17e-11	0.00362	positive	hsa-miR-140-5p
3491	CYR61	1.23e-11	1.23e-11	positive	hsa-miR-221
2318	FLNC	1.33e-11	2.41e-07	negative	hsa-miR-19a
2318	FLNC	1.33e-11	5.48e-05	negative	hsa-miR-19b
2318	FLNC	1.33e-11	5.7e-08	positive	hsa-miR-377
2318	FLNC	1.33e-11	1.49e-06	positive	hsa-miR-218
9590	AKAP12	1.36e-11	5.79e-12	negative	hsa-miR-183
3223	HOXC6	1.4e-11	1.08e-06	negative	hsa-miR-27a
3223	HOXC6	1.4e-11	2.98e-06	negative	hsa-miR-377
3223	HOXC6	1.4e-11	4.22e-09	positive	hsa-miR-548c-3p
3223	HOXC6	1.4e-11	0.00693	positive	hsa-miR-198
1982	EIF4G2	1.44e-11	2.04e-05	negative	hsa-miR-491-3p
1982	EIF4G2	1.44e-11	4e-04	negative	hsa-miR-1229
1982	EIF4G2	1.44e-11	0.0018	negative	hsa-miR-885-5p
1982	EIF4G2	1.44e-11	2.03e-13	positive	hsa-miR-374b
1982	EIF4G2	1.44e-11	2.14e-13	positive	hsa-miR-374a
1982	EIF4G2	1.44e-11	1.01e-12	positive	hsa-let-7d
1982	EIF4G2	1.44e-11	2.11e-11	positive	hsa-miR-26b
1982	EIF4G2	1.44e-11	2.65e-11	positive	hsa-miR-26a
1982	EIF4G2	1.44e-11	4.68e-11	positive	hsa-let-7g
1982	EIF4G2	1.44e-11	6.01e-11	positive	hsa-miR-98
1982	EIF4G2	1.44e-11	1.49e-10	positive	hsa-let-7f
1982	EIF4G2	1.44e-11	3.54e-08	positive	hsa-let-7c
1982	EIF4G2	1.44e-11	8.78e-07	positive	hsa-let-7i
1982	EIF4G2	1.44e-11	1.68e-06	positive	hsa-miR-582-5p
1982	EIF4G2	1.44e-11	0.00012	positive	hsa-miR-424
1982	EIF4G2	1.44e-11	0.000165	positive	hsa-miR-17
55291	PPP6R3	1.49e-11	5.72e-07	negative	hsa-miR-188-5p
55291	PPP6R3	1.49e-11	0.00384	negative	hsa-miR-34b
55291	PPP6R3	1.49e-11	5.89e-09	positive	hsa-miR-20b
55291	PPP6R3	1.49e-11	8.18e-08	positive	hsa-miR-135a
55291	PPP6R3	1.49e-11	1.99e-07	positive	hsa-miR-200b
55291	PPP6R3	1.49e-11	5.25e-07	positive	hsa-miR-20a
55291	PPP6R3	1.49e-11	7.6e-07	positive	hsa-miR-17
55291	PPP6R3	1.49e-11	0.00147	positive	hsa-miR-106a
65010	SLC26A6	1.63e-11	7.63e-10	negative	hsa-miR-125a-5p
65010	SLC26A6	1.63e-11	5.07e-08	negative	hsa-miR-125b
80176	SPSB1	1.71e-11	2.77e-06	negative	hsa-miR-96
80176	SPSB1	1.71e-11	3.08e-06	positive	hsa-miR-24
80176	SPSB1	1.71e-11	1.06e-05	positive	hsa-miR-142-5p
55789	DEPDC1B	1.81e-11	4.8e-12	negative	hsa-miR-199b-5p
55789	DEPDC1B	1.81e-11	2.63e-11	negative	hsa-miR-27a
55789	DEPDC1B	1.81e-11	6.26e-08	negative	hsa-miR-27b
55789	DEPDC1B	1.81e-11	6.38e-07	negative	hsa-miR-26a
55789	DEPDC1B	1.81e-11	3.27e-05	negative	hsa-miR-26b
9643	MORF4L2	1.81e-11	5.23e-12	negative	hsa-miR-494
9643	MORF4L2	1.81e-11	7.89e-08	positive	hsa-miR-29b
9643	MORF4L2	1.81e-11	7.83e-05	positive	hsa-miR-338-3p
9643	MORF4L2	1.81e-11	0.00264	positive	hsa-miR-29a
8491	MAP4K3	1.82e-11	2.19e-10	positive	hsa-let-7d
8491	MAP4K3	1.82e-11	2.37e-09	positive	hsa-let-7g
8491	MAP4K3	1.82e-11	2.68e-09	positive	hsa-let-7f
8491	MAP4K3	1.82e-11	2.75e-09	positive	hsa-miR-98
8491	MAP4K3	1.82e-11	1.05e-08	positive	hsa-let-7a
8491	MAP4K3	1.82e-11	8.23e-08	positive	hsa-miR-340
8491	MAP4K3	1.82e-11	1.06e-07	positive	hsa-miR-199b-5p
8491	MAP4K3	1.82e-11	1.25e-07	positive	hsa-let-7i
8491	MAP4K3	1.82e-11	4.28e-06	positive	hsa-miR-200b
8491	MAP4K3	1.82e-11	5.88e-06	positive	hsa-let-7c
8491	MAP4K3	1.82e-11	1.45e-05	positive	hsa-miR-203
8491	MAP4K3	1.82e-11	0.000973	positive	hsa-miR-196b
8491	MAP4K3	1.82e-11	0.00124	positive	hsa-miR-19a
8491	MAP4K3	1.82e-11	0.00134	positive	hsa-miR-142-3p
8491	MAP4K3	1.82e-11	0.00562	positive	hsa-let-7b
55701	ARHGEF40	2.02e-11	8.66e-12	negative	hsa-miR-153
55701	ARHGEF40	2.02e-11	0.00121	negative	hsa-miR-374a
55701	ARHGEF40	2.02e-11	0.00487	negative	hsa-miR-374b
5516	PPP2CB	2.05e-11	0.000474	negative	hsa-miR-183
5516	PPP2CB	2.05e-11	1.47e-11	positive	hsa-miR-455-3p
5516	PPP2CB	2.05e-11	1.82e-11	positive	hsa-miR-133a
5516	PPP2CB	2.05e-11	8.38e-10	positive	hsa-miR-133b
5516	PPP2CB	2.05e-11	2.5e-08	positive	hsa-miR-143
5516	PPP2CB	2.05e-11	0.000175	positive	hsa-miR-214
5516	PPP2CB	2.05e-11	0.000474	positive	hsa-miR-132
27122	DKK3	2.12e-11	2.1e-23	negative	hsa-miR-25
27122	DKK3	2.12e-11	6.83e-15	negative	hsa-miR-32
27122	DKK3	2.12e-11	1.28e-07	negative	hsa-miR-92a
1386	ATF2	2.24e-11	1.48e-06	negative	hsa-miR-622
1386	ATF2	2.24e-11	1.89e-11	positive	hsa-miR-374a
1386	ATF2	2.24e-11	3.62e-11	positive	hsa-miR-374b
1386	ATF2	2.24e-11	1.59e-07	positive	hsa-miR-204
1386	ATF2	2.24e-11	2.25e-05	positive	hsa-miR-224
8707	B3GALT2	2.29e-11	1.26e-13	negative	hsa-miR-93
8707	B3GALT2	2.29e-11	1.75e-12	negative	hsa-miR-25
8707	B3GALT2	2.29e-11	1.43e-09	negative	hsa-miR-33b
