microRNA	P-value (global)	P-value (local)	Association	Target (Gene Symbol)	Target (Entrez)
hsa-miR-376c	0.00126	1.5e-06	positive	C18orf34	374864
hsa-miR-376c	0.00126	0.000564	positive	RNF219	79596
hsa-miR-21	0.00135	0.000204	positive	ASPN	54829
hsa-miR-140-5p	0.00148	0.000146	negative	FEN1	2237
hsa-miR-151-5p	0.00154	0.00242	negative	CASZ1	54897
hsa-miR-193b	0.00154	3.98e-06	positive	AP2M1	1173
hsa-miR-196b	0.00155	5.77e-08	positive	HOXA9	3205
hsa-miR-665	0.00158	0.00165	negative	PAPD5	64282
hsa-miR-665	0.00158	0.00268	negative	TXNL1	9352
hsa-miR-665	0.00158	0.00186	positive	DOK6	220164
hsa-miR-665	0.00158	0.00188	positive	PHOSPHO1	162466
hsa-miR-223	0.0016	0.000728	negative	MYH10	4628
hsa-miR-223	0.0016	0.00208	negative	WDR62	284403
hsa-miR-223	0.0016	0.0122	negative	MID1IP1	58526
hsa-miR-223	0.0016	0.0138	negative	SCN1A	6323
hsa-miR-223	0.0016	0.0211	negative	ARID1A	8289
hsa-miR-223	0.0016	0.0406	negative	SSRP1	6749
hsa-miR-223	0.0016	0.104	negative	LELP1	149018
hsa-miR-223	0.0016	0.267	negative	SCN2A	6326
hsa-miR-223	0.0016	0.289	negative	GTSF1	121355
hsa-miR-223	0.0016	0.5	negative	ARMC1	55156
hsa-miR-223	0.0016	0.626	negative	CLSTN1	22883
hsa-miR-223	0.0016	0.893	negative	FOXO3	2309
hsa-miR-223	0.0016	0.975	negative	SLC39A1	27173
hsa-miR-223	0.0016	0.00199	positive	ATP1B1	481
hsa-miR-223	0.0016	0.0103	positive	NFIA	4774
hsa-miR-223	0.0016	0.0329	positive	ACVR2A	92
hsa-miR-223	0.0016	0.0947	positive	GALNTL4	374378
hsa-miR-223	0.0016	0.283	positive	FOXO1	2308
hsa-miR-223	0.0016	0.385	positive	USP42	84132
hsa-miR-24	0.0018	4.78e-06	negative	RHBDL1	9028
hsa-miR-24	0.0018	0.000328	positive	FCGRT	2217
hsa-miR-142-3p	0.00187	5.06e-06	positive	MGAT4A	11320
hsa-miR-142-3p	0.00187	0.000627	positive	FAM114A1	92689
hsa-miR-326	0.00221	0.00275	negative	AUP1	550
hsa-miR-155	0.0023	0.232	negative	BRD1	23774
hsa-miR-155	0.0023	0.275	negative	TRIM32	22954
hsa-miR-155	0.0023	0.386	negative	SOCS1	8651
hsa-miR-155	0.0023	0.4	negative	TP53INP1	94241
hsa-miR-155	0.0023	0.724	negative	RNF123	63891
hsa-miR-155	0.0023	0.766	negative	CUX1	1523
hsa-miR-155	0.0023	0.912	negative	BNC2	54796
hsa-miR-155	0.0023	0.00285	positive	FOS	2353
hsa-miR-155	0.0023	0.00622	positive	LPAR6	10161
hsa-miR-155	0.0023	0.0344	positive	KDM5B	10765
hsa-miR-155	0.0023	0.0526	positive	MYO10	4651
hsa-miR-155	0.0023	0.103	positive	PDE7A	5150
hsa-miR-155	0.0023	0.108	positive	CSF1R	1436
hsa-miR-155	0.0023	0.127	positive	SDCBP	6386
hsa-miR-155	0.0023	0.319	positive	CLCN5	1184
hsa-miR-155	0.0023	0.34	positive	CSNK1G2	1455
hsa-miR-155	0.0023	0.559	positive	H3F3A	3020
hsa-miR-155	0.0023	0.659	positive	TAPT1	202018
hsa-miR-155	0.0023	0.71	positive	DHX40	79665
hsa-miR-155	0.0023	0.861	positive	AICDA	57379
hsa-miR-133a	0.00238	7.91e-06	positive	MRC2	9902
hsa-miR-133a	0.00238	0.000471	positive	MECOM	2122
hsa-miR-663	0.00246	0.00011	positive	CYTH2	9266
hsa-miR-663	0.00246	0.000587	positive	VPS37D	155382
hsa-miR-663	0.00246	0.0012	positive	GRIN2D	2906
hsa-miR-663	0.00246	0.0043	positive	POU3F1	5453
hsa-miR-663	0.00246	0.00619	positive	HOXB8	3218
hsa-miR-149	0.0027	0.00248	negative	CRTC2	200186
hsa-miR-149	0.0027	3.02e-05	positive	DUSP16	80824
hsa-miR-648	0.00273	9.24e-06	negative	HBP1	26959
hsa-miR-299-5p	0.00292	0.00251	negative	ZDHHC9	51114
hsa-miR-299-5p	0.00292	0.00242	positive	ELN	2006
hsa-miR-377	0.00299	2.41e-08	negative	CENPV	201161
hsa-miR-19a	0.00325	4.64e-07	negative	MAP3K12	7786
hsa-miR-19a	0.00325	2.48e-06	negative	PCDH10	57575
hsa-miR-19a	0.00325	2.68e-06	negative	STK33	65975
hsa-miR-19a	0.00325	6.6e-05	negative	PDE4A	5141
hsa-miR-19a	0.00325	0.000278	negative	ST3GAL5	8869
hsa-miR-19a	0.00325	0.000576	negative	SLC9A6	10479
hsa-miR-19a	0.00325	0.000122	positive	ARHGEF26	26084
hsa-miR-19a	0.00325	0.000841	positive	SYBU	55638
hsa-miR-19a	0.00325	0.00124	positive	MAP4K3	8491
hsa-miR-19a	0.00325	0.00156	positive	CSPP1	79848
hsa-miR-150	0.00351	0.000335	positive	EGR2	1959
hsa-miR-206	0.00353	8.09e-05	negative	CLCN3	1182
hsa-miR-483-3p	0.00374	0.000239	negative	KPNB1	3837
hsa-miR-877	0.004	0.00699	negative	CAP1	10487
hsa-miR-877	0.004	0.354	negative	FXR2	9513
hsa-miR-877	0.004	0.0335	positive	ARFIP2	23647
hsa-miR-203	0.00401	9.65e-05	positive	PCBP2	5094
hsa-miR-370	0.00403	0.000251	negative	RBBP4	5928
hsa-miR-300	0.00407	0.000755	negative	TBC1D15	64786
hsa-miR-300	0.00407	0.000923	negative	DENND4C	55667
hsa-miR-610	0.00434	9.44e-05	negative	NIPA2	81614
hsa-miR-574-5p	0.00439	0.00069	negative	DHX40	79665
hsa-miR-574-5p	0.00439	0.00153	negative	MORF4L1	10933
hsa-miR-28-3p	0.00447	0.000929	negative	ARF6	382
hsa-miR-28-3p	0.00447	0.00184	negative	SRSF1	6426
hsa-miR-28-3p	0.00447	0.00719	negative	PARP8	79668
hsa-miR-28-3p	0.00447	0.027	negative	ZFP91	80829
hsa-miR-28-3p	0.00447	0.0346	negative	LMO7	4008
hsa-miR-28-3p	0.00447	0.101	negative	ARMCX3	51566
hsa-miR-28-3p	0.00447	0.329	negative	PHF8	23133
hsa-miR-28-3p	0.00447	0.549	negative	YWHAH	7533
hsa-miR-28-3p	0.00447	0.00655	positive	MNT	4335
hsa-miR-28-3p	0.00447	0.0716	positive	INPP5E	56623
hsa-miR-28-3p	0.00447	0.503	positive	KYNU	8942
hsa-miR-28-3p	0.00447	0.597	positive	PRPF19	27339
hsa-miR-28-3p	0.00447	0.748	positive	ZNF608	57507
hsa-miR-501-5p	0.00505	0.001	negative	HSPA4L	22824
hsa-miR-31	0.00592	0.00181	negative	TMEM145	284339
hsa-miR-31	0.00592	0.00188	positive	YLPM1	56252
hsa-miR-31	0.00592	0.0037	positive	RSBN1	54665
hsa-miR-31	0.00592	0.00437	positive	HERPUD2	64224
hsa-miR-631	0.006	0.00886	negative	ZNF131	7690
hsa-miR-631	0.006	0.01	negative	MBNL1	4154
hsa-miR-631	0.006	0.00832	positive	PPP1R14C	81706
hsa-miR-631	0.006	0.221	positive	FOXJ1	2302
